iteration,c4,m1,m3,cost
0,0.1,13.0,23.0,8.995113105679584
1,-0.07753102057925218,12.007488992445866,5.62128693899507,107.14519809434788
2,-0.0675298784336951,12.687398674786634,8.756474071235745,12.185432215485335
3,-0.021918711462843285,11.938393238669226,11.641119479165202,1.908952449616411
4,0.04518354875411702,11.968551218107367,14.690970533604533,0.22535454272171995
5,0.09996121758874073,11.994256173922473,17.111451010522106,0.010045946707539964
6,0.11862865175988609,11.999766196742506,17.938212769731095,4.11554508458482e-05
7,0.1199972052911099,11.999999435655669,17.999794232152162,1.2108143921395362e-08
